ticker,company_role,event_type,direction,confidence,materiality,novelty,source_type,published_date,source_url,event_cluster_id,human_review_required,score_deltas,raw_text
RVMD,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02573519,8d05b8c8e969,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",RVMD NA trial discontinued terminated withdrawn Gastrointestinal Motility Among Diabetes Patients NCT02573519
MRUS,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05588609,71b73762b9e9,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",MRUS Phase 2 trial discontinued terminated withdrawn Study Evaluating Zenocutuzumab in Patients With or Without Molecularly Defined Cancers NCT05588609
IOVA,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06190249,e3315a6beb3e,False,"{'asset_quality': -0.32072982499999997, 'seller_willingness': 0.06899999999999999}",IOVA Phase 1 trial discontinued terminated withdrawn Efficacy & Safety for LN144 With Pembrolizumab With High Risk Stage IIIb-dResectable Melanoma NCT06190249
IOVA,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03645928,7fae245d3c23,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",IOVA Phase 2 trial discontinued terminated withdrawn Study of Autologous Tumor Infiltrating Lymphocytes in Patients With Solid Tumors NCT03645928
CLDX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04536077,2c96a33b362d,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",CLDX Phase 2 trial discontinued terminated withdrawn Immunologic Effects of CDX-301 and CDX-1140 in Resectable Pancreatic Cancer Patients NCT04536077
CLDX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02837991,e3cece2b2861,False,"{'asset_quality': -0.32072982499999997, 'seller_willingness': 0.06899999999999999}","CLDX Phase 1 trial discontinued terminated withdrawn A Dose Escalation, Safety and Activity Study of CDX-014 in Patients With Renal Cell Carcinoma and Ovarian Clear Cell Carcinoma NCT02837991"
REPL,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06067061,6f639ab12236,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}","REPL Phase 1 Phase 2 trial discontinued terminated withdrawn ""neoBREASTIM"": Atezolizumab Plus RP1 Oncolytic Immunotherapy in the NeoAdjuvant Setting of Triple-Negative Breast Cancer NCT06067061"
RLAY,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT07336355,f26c51dad91c,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",RLAY NA trial discontinued terminated withdrawn Feasibility of an Analgesic Device Enabling Local Anesthetic Delivery and Neuromodulation After Knee Surgery NCT07336355
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04635683,f696f81d50f5,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}","TGTX Phase 1 trial discontinued terminated withdrawn Lenalidomide, Umbralisib, and Ublituximab for the Treatment of Relapsed or Refractory Indolent Non-Hodgkin Lymphoma or Mantle Cell Lymphoma NCT0463"
TGTX,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02793583,15d80099d1c3,True,"{'asset_quality': -0.37374999999999997, 'seller_willingness': 0.0823722}",TGTX Phase 2 Phase 3 trial discontinued terminated withdrawn Study to Assess the Efficacy and Safety of Ublituximab + Umbralisib With or Without Bendamustine and Umbralisib Alone in Patients With Prev
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03207256,497467e72e92,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",TGTX Phase 2 trial discontinued terminated withdrawn Extension Trial of Ublituximab and TGR-1202 in Combination or as Single Agents in Subjects Currently Receiving Treatment on Ublituximab and/or TGR-
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02656303,497467e72e92,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}",TGTX Phase 2 trial discontinued terminated withdrawn A Study to Evaluate the Safety and Efficacy of Ublituximab in Combination With Umbralisib for Participants Previously Enrolled in Protocol UTX-TGR-
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03778073,f696f81d50f5,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",TGTX Phase 1 trial discontinued terminated withdrawn Study of Cosibelimab in Subjects With Relapsed or Refractory Lymphoma NCT03778073
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03828448,497467e72e92,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",TGTX Phase 2 trial discontinued terminated withdrawn Study to Assess Umbralisib Plus Ublituximab in Participants With Treatment Naïve Follicular Lymphoma NCT03828448
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04806035,f696f81d50f5,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",TGTX Phase 1 trial discontinued terminated withdrawn Study of TG-1801 Alone or in Combination With Ublituximab in Subjects With B-Cell Lymphoma or Chronic Lymphocytic Leukemia NCT04806035
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04149821,497467e72e92,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",TGTX Phase 2 trial discontinued terminated withdrawn Umbralisib Plus Ublituximab (U2) in Progressive CLL After Novel Therapy NCT04149821
TGTX,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05152459,497467e72e92,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",TGTX Phase 1 Phase 2 trial discontinued terminated withdrawn Tazemetostat in Combination With Umbralisib and Ublituximab for the Treatment Relapsed or Refractory Follicular Lymphoma NCT05152459
YMAB,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04560166,87620cfc8392,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",YMAB Phase 2 trial discontinued terminated withdrawn Naxitamab and GM-CSF in Combination With IT in Patients With High-Risk Neuroblastoma NCT04560166
YMAB,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04909515,87620cfc8392,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",YMAB Phase 2 trial discontinued terminated withdrawn Naxitamab and Granulocyte-Macrophage Colony Stimulating Factor (GMCSF) and Isotretinoin for Consolidation of Patients With High-Risk Neuroblastoma 
LNTH,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06881823,e61758b4308a,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",LNTH Phase 1 Phase 2 trial discontinued terminated withdrawn Study to Assess [177Lu]Lu-PSMA-R2 (AAA602) and [225Ac]Ac-PSMA-R2 (AAA802) in Participants With PSMA-positive HRLPC NCT06881823
LNTH,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT07084909,72932b8d8c01,True,"{'asset_quality': -0.2875, 'seller_willingness': 0.137287}","LNTH Phase 2 Phase 3 trial discontinued terminated withdrawn Piflufolastat F 18 PET/CT in Patients With Suspected, or at High Risk for Metastatic ccRCC NCT07084909"
LNTH,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05568537,0e5dff3d3bd9,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",LNTH Phase 4 trial discontinued terminated withdrawn Prostate MRI and Pylarify PSMA PET/CT NCT05568537
LNTH,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06361810,e61758b4308a,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",LNTH Phase 1 Phase 2 trial discontinued terminated withdrawn PSMA Therapy and Immunotherapy in Kidney Cancer NCT06361810
BEAM,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03396471,978aa957f3a1,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",BEAM Phase 2 trial discontinued terminated withdrawn Study of Pembrolizumab and Concurrent Radiation in Patients With Previously Treated Carcinoma of Unknown Primary NCT03396471
BEAM,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00118300,cb8948db6a17,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",BEAM Phase 1 trial discontinued terminated withdrawn Capecitabine and Radiation Therapy in Treating Patients With Locally Advanced Cervical Cancer or Other Pelvic Cancer NCT00118300
BEAM,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04041141,bdc68f26b162,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",BEAM  trial discontinued terminated withdrawn Oral Stent Device for Radiation Treatments of Oral Cancers NCT04041141
RCKT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03825783,80a76980cecc,False,"{'asset_quality': -0.32072982499999997, 'seller_willingness': 0.06899999999999999}",RCKT Phase 1 trial discontinued terminated withdrawn A Gene Therapy Trial to Evaluate the Safety and Efficacy of RP-L201 in Subjects With Leukocyte Adhesion Deficiency-I NCT03825783
CRSP,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05565248,f8002ddf1294,False,"{'asset_quality': -0.32072982499999997, 'seller_willingness': 0.05175}","CRSP Phase 1 trial discontinued terminated withdrawn An Open-Label, FIH Study Evaluating the Safety, Tolerability, and Efficacy of VCTX211 Combination Product in Subjects With T1D NCT05565248"
CRSP,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04535505,140b37429b07,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",CRSP  trial discontinued terminated withdrawn Pathogenic Bordetella Rapid Detection NCT04535505
CRSP,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04535648,140b37429b07,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",CRSP  trial discontinued terminated withdrawn Detection of Enterovirus Genotypes by CRISPR Technology NCT04535648
RARE,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03216486,ecbf2a593908,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}","RARE Phase 2 trial discontinued terminated withdrawn An Exploratory Study of BPS804 Treatment in Adult Patients With Type I, III or IV Osteogenesis Imperfecta NCT03216486"
RARE,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01806610,ecbf2a593908,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}",RARE Phase 2 trial discontinued terminated withdrawn Study of Safety and Tolerability of BPS804 in Patients With Late-stage Chronic Kidney Disease NCT01806610
RARE,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05312697,ecbf2a593908,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}","RARE Phase 2 trial discontinued terminated withdrawn Long-term Extension Study of Setrusumab in Adults With Type I, III, or IV Osteogenesis Imperfecta NCT05312697"
IONS,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05259072,ce94e5be1be3,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",IONS  trial discontinued terminated withdrawn carDIo-ttranSSfOrm nucLEar Imaging Study NCT05259072
BMRN,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06597656,ee26eb607dbe,False,"{'asset_quality': -0.32072982499999997, 'seller_willingness': 0.06899999999999999}",BMRN Phase 1 trial discontinued terminated withdrawn A Gene Transfer Therapy to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) Following Therapeutic Plasma Exchange (Plasm
BMRN,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06241950,ee26eb607dbe,False,"{'asset_quality': -0.32072982499999997, 'seller_willingness': 0.06899999999999999}",BMRN Phase 1 trial discontinued terminated withdrawn A Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of Delandistrogene Moxeparvovec (SRP-9001) Following Imlifidase Infusion in Parti
BMRN,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01957059,b02a24ceafe8,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",BMRN Phase 1 Phase 2 trial discontinued terminated withdrawn A Phase I/II Study of BMN053 in Subjects With Duchenne Muscular Dystrophy (DMD) NCT01957059
BMRN,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01412437,4d5e119ec196,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",BMRN NA trial discontinued terminated withdrawn Neuroimaging and Neurocognitive Assessment and Response to Sapropterin Dihydrochloride Treatment in Phenylketonuria NCT01412437
PTCT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01009294,068f772964be,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",PTCT Phase 2 trial discontinued terminated withdrawn Study of Ataluren (PTC124) in Nonambulatory Participants With Nonsense-Mutation-Mediated Duchenne/Becker Muscular Dystrophy (nmDMD/BMD) NCT01009294
PTCT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04117880,068f772964be,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.094607625}",PTCT Phase 2 trial discontinued terminated withdrawn A Phase 2 Open Label Extension Study in Participants With Nonsense Mutation Aniridia NCT04117880
PTCT,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02107859,99d58f66d44c,True,"{'asset_quality': -0.2875, 'seller_willingness': 0.137287}",PTCT Phase 3 trial discontinued terminated withdrawn Study of Ataluren (PTC124) in Cystic Fibrosis NCT02107859
PTCT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01141075,068f772964be,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",PTCT Phase 2 trial discontinued terminated withdrawn Ataluren for Nonsense Mutation Methylmalonic Acidemia NCT01141075
PTCT,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02456103,99d58f66d44c,True,"{'asset_quality': -0.2875, 'seller_willingness': 0.137287}",PTCT Phase 3 trial discontinued terminated withdrawn Extension Study of Ataluren in Participants With Nonsense Mutation Cystic Fibrosis NCT02456103
PTCT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03598907,61a449c52cb7,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",PTCT  trial discontinued terminated withdrawn Point-of-care Management of Coagulopathy in Lung Transplantation NCT03598907
PTCT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01838642,068f772964be,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",PTCT Phase 2 trial discontinued terminated withdrawn Ponatinib for Advanced Medullary Thyroid Cancer NCT01838642
FOLD,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00526071,2746dfe16ac8,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.056764575}",FOLD Phase 2 trial discontinued terminated withdrawn Open-label Long-term Safety Study of AT1001 (Migalastat Hydrochloride) in Participants With Fabry Disease Who Have Completed a Previous AT1001 Stud
FOLD,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02670330,c4726bd9aae7,True,"{'asset_quality': -0.37374999999999997, 'seller_willingness': 0.061779150000000005}",FOLD Phase 3 trial discontinued terminated withdrawn Open Label Extension Study to Evaluate the Long-term Safety of Zorblisa (SD-101-6.0) in Patients With Epidermolysis Bullosa NCT02670330
FOLD,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00688597,2746dfe16ac8,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}",FOLD Phase 2 trial discontinued terminated withdrawn Study to Evaluate the Safety of AT2220 (Duvoglustat) in Pompe Disease NCT00688597
FOLD,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02090283,2746dfe16ac8,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.056764575}",FOLD Phase 2 trial discontinued terminated withdrawn Open-Label Extension Study to Evaluate the Safety of SD-101 Cream in Participants With Epidermolysis Bullosa NCT02090283
FOLD,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01458119,c4726bd9aae7,True,"{'asset_quality': -0.37374999999999997, 'seller_willingness': 0.061779150000000005}",FOLD Phase 3 trial discontinued terminated withdrawn Open-Label Phase 3 Long-Term Safety Study of Migalastat NCT01458119
KNSA,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00609544,d053e1eb588b,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}",KNSA Phase 2 trial discontinued terminated withdrawn Study of the Safety and Effectiveness of Rilonacept (IL-1 Trap) Administered Subcutaneously in Subjects With Non Dialysis-Dependent Chronic Kidney 
KNSA,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01459796,f823206f3a1d,True,"{'asset_quality': -0.37374999999999997, 'seller_willingness': 0.0823722}",KNSA Phase 3 trial discontinued terminated withdrawn Study of the Safety and Efficacy of Long-Term Rilonacept Treatment for the Prevention of Gout Flares NCT01459796
PRTA,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04973137,309cd269dfb2,True,"{'asset_quality': -0.37374999999999997, 'seller_willingness': 0.0823722}",PRTA Phase 3 trial discontinued terminated withdrawn A Study to Evaluate the Efficacy and Safety of Birtamimab in Mayo Stage IV Patients With AL Amyloidosis NCT04973137
PRTA,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02312206,309cd269dfb2,True,"{'asset_quality': -0.37374999999999997, 'seller_willingness': 0.0823722}","PRTA Phase 3 trial discontinued terminated withdrawn The VITAL Amyloidosis Study, a Global Phase 3, Efficacy and Safety Study of NEOD001 in Patients With AL Amyloidosis NCT02312206"
PRTA,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03168906,8c070c64cbf3,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",PRTA Phase 2 trial discontinued terminated withdrawn Renal AL Amyloid Involvement and NEOD001 NCT03168906
PRTA,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02613182,8c070c64cbf3,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.094607625}",PRTA Phase 2 trial discontinued terminated withdrawn Open-label Extension Study of NEOD001 in Subjects With Light Chain (AL) Amyloidosis NCT02613182
PRTA,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03154047,8c070c64cbf3,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",PRTA Phase 2 trial discontinued terminated withdrawn Study in Subjects With Light Chain (AL) Amyloidosis NCT03154047
LRMR,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06681766,0106654c0300,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",LRMR Phase 1 trial discontinued terminated withdrawn A Study to Assess Nomlabofusp in Adolescents and Children With Friedreich's Ataxia NCT06681766
IMVT,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05517447,aa8534d4855d,True,"{'asset_quality': -0.2875, 'seller_willingness': 0.137287}",IMVT Phase 3 trial discontinued terminated withdrawn Extension Study to Assess Batoclimab in Participants With Thyroid Eye Disease NCT05517447
ARQT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00746382,1da82944df4a,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",ARQT Phase 2 trial discontinued terminated withdrawn A Placebo Controlled 4 Week Proof of Concept Study With 0.5% Roflumilast Cream in Patients With Mild Atopic Dermatitis (RO-2351-001-EM) NCT00746382
ARQT,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00746434,1da82944df4a,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",ARQT Phase 2 trial discontinued terminated withdrawn A Proof of Concept Study With 0.5% Roflumilast Cream in Patients With Mild to Moderate Plaque Psoriasis NCT00746434
NKTR,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04677179,84f58785f89c,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",NKTR Phase 2 trial discontinued terminated withdrawn A Study of LY3471851 in Adult Participants With Moderately to Severely Active Ulcerative Colitis (UC) NCT04677179
ALXO,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04417517,1796e644da59,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",ALXO Phase 1 trial discontinued terminated withdrawn A Study of Evorpacept (ALX148) With Azacitidine for Higher Risk Myelodysplastic Syndrome (ASPEN-02) NCT04417517
ALXO,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04755244,1796e644da59,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",ALXO Phase 1 trial discontinued terminated withdrawn A Study of Evorpacept (ALX148) With Venetoclax and Azacitidine for Acute Myeloid Leukemia (ASPEN-05) NCT04755244
ACAD,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03152292,f1d71cbe1fa0,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",ACAD  trial discontinued terminated withdrawn The INSYTE (Management of Parkinson's Disease Psychosis in Actual Practice) Study NCT03152292
ACAD,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02992132,63b98cb07820,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}",ACAD Phase 2 trial discontinued terminated withdrawn Study to Examine the Safety and Efficacy of Pimavanserin for the Treatment of Agitation and Aggression in Alzheimer's Disease (SERENE) NCT02992132
ACAD,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05555615,b4f5f5ba8831,True,"{'asset_quality': -0.2875, 'seller_willingness': 0.137287}",ACAD Phase 2 Phase 3 trial discontinued terminated withdrawn Extension Study of Pimavanserin in Irritability Associated With Autism Spectrum Disorder NCT05555615
SAGE,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT04007367,6cb5bc5612fb,True,"{'asset_quality': -0.2875, 'seller_willingness': 0.137287}",SAGE Phase 3 trial discontinued terminated withdrawn A Study to Evaluate SAGE-217 for Prevention of Relapse in Adult Participants With Major Depressive Disorder NCT04007367
SAGE,target,clinical_negative_ph3,negative,0.969,1.0,0.7,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03771664,6cb5bc5612fb,True,"{'asset_quality': -0.37374999999999997, 'seller_willingness': 0.0823722}","SAGE Phase 3 trial discontinued terminated withdrawn A Study to Evaluate the Safety, Tolerability, and Efficacy of SAGE-217 Compared to Placebo in Adult Participants With Comorbid Major Depressive Dis"
SAGE,target,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02032862,e2c9a382f99b,False,"{'asset_quality': -0.335216375, 'seller_willingness': 0.06899999999999999}",SAGE Phase 4 trial discontinued terminated withdrawn Efficacy and Safety of Sage Tablets Compared to Placebo in Menopausal Patients With Hot Flushes and Sweating NCT02032862
