ticker,company_role,event_type,direction,confidence,materiality,novelty,source_type,published_date,source_url,event_cluster_id,human_review_required,score_deltas,raw_text
VRTX,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02269566,fbfd347aa314,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}","VRTX Phase 1 trial discontinued terminated withdrawn Intralymphatic Immunotherapy (ILIT) for House Dust Mite, Cat, and Dog Allergen in Allergic Rhinitis Patients NCT02269566"
LLY,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01116531,dbd5e27fe5b8,False,"{'asset_quality': -0.335216375, 'seller_willingness': 0.06899999999999999}","LLY Phase 4 trial discontinued terminated withdrawn Efficacy, Safety, Tolerability and Pharmacokinetics of Concomitant Administration of Tramadol With Duloxetine or Pregabalin NCT01116531"
RHHBY,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03573986,e2519895fcac,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",RHHBY Phase 1 trial discontinued terminated withdrawn Pilot Study of 18F-FMISO PET/CT and MRI Imaging to Explore Tissue Hypoxia and Arteriovenous Shunting in Subjects With Recurrent Glioblastoma Befor
AZN,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00967356,ad4701608cd3,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",AZN Phase 1 trial discontinued terminated withdrawn AZD5985 Single Ascending Dose Study NCT00967356
SNY,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00568854,e65e550858b6,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",SNY NA trial discontinued terminated withdrawn Immunobiology of Diabetes and Tuberculosis NCT00568854
SNY,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT06229392,d1f55d703639,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",SNY Phase 1 trial discontinued terminated withdrawn A Study to Evaluate the Intratumoral Influenza Vaccine Administration in Patients With Breast Cancer NCT06229392
GSK,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT01125787,69336c3c9468,False,"{'asset_quality': -0.271788125, 'seller_willingness': 0.1261435}",GSK Phase 2 trial discontinued terminated withdrawn Clinical Protocol for the Treatment of Patients With Previously Untreated Chronic Lymphocytic Leukemia With a Combination of Bendamustine and Ofatum
TAK,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03038009,64fbfd0252e9,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",TAK Phase 4 trial discontinued terminated withdrawn Proton Pump Inhibitor Prevent Dual Antiplatelet Agents Induced Gastrointestinal Ulcer After Coronary Artery Bypass Graft NCT03038009
BIIB,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00664573,bafd1c6dc869,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}",BIIB Phase 2 trial discontinued terminated withdrawn 104RA204 Assessment of the Safety and Efficacy of BG9924 in Rheumatoid Arthritis (RA) Participants NCT00664573
BIIB,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT00801060,bafd1c6dc869,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}","BIIB Phase 2 trial discontinued terminated withdrawn Evaluation of Safety and Efficacy of Fludarabine, Cyclophosphamide, and Rituximab (FCR) +/- Lumiliximab in Subjects With Previously Untreated Chron"
UTHR,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03295695,81111e7d625f,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",UTHR EARLY_Phase 1 trial discontinued terminated withdrawn PET-CT Imaging Using FDG-labeled Human Erythrocytes in Breast Cancer Patient NCT03295695
MRNA,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05069636,851c2c517e1e,False,"{'asset_quality': -0.25785874999999997, 'seller_willingness': 0.11499999999999999}",MRNA NA trial discontinued terminated withdrawn Lymphatic Osteopathic Manipulative Medicine to Enhance Coronavirus (COVID-19) Vaccination Efficacy NCT05069636
MRNA,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT05584202,378b18a4aa75,False,"{'asset_quality': -0.3533245625, 'seller_willingness': 0.0756861}","MRNA Phase 2 trial discontinued terminated withdrawn Study to Evaluate the Safety, Reactogenicity, and Effectiveness of mRNA-1273.214 SARS-CoV-2 (COVID-19) Vaccine in Infants NCT05584202"
ALPMY,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT02057289,6edf1894195e,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}",ALPMY Phase 1 trial discontinued terminated withdrawn A Pharmacokinetic Study of Pediatric Micafungin Prophylaxis NCT02057289
SMPMF,acquirer,trial_discontinuation,negative,0.969,0.385,0.65,clinicaltrials_gov,2026-07-16,https://clinicaltrials.gov/api/v2/studies/NCT03604783,5cea3cc7d327,False,"{'asset_quality': -0.24671525, 'seller_willingness': 0.11499999999999999}","SMPMF Phase 1 trial discontinued terminated withdrawn Phase 1, First-in-human Study of Oral TP-1287 in Patients with Advanced Solid Tumors NCT03604783"
